,事件 incident,日期Date,搜索关键词,标题,来源,用户属性,Tag ,URL,转赞评 ,微博内容摘要,评论区发言（related to research question),,
,,,,珠海体育中心撞人事件幸存者发声，当晚有6支徒步队在锻炼,态度岛,新闻媒体 ,无,https://weibo.com/1199581807/OFXjNvYwV,8转 15评 76赞,"35死43伤，珠海市体育中心发生的汽车撞人事件可谓人神共愤。这场惨绝人寰的悲剧背后，竟然是因为一名年过六旬的男子疑因对离婚财产分割不满而蓄意对社会报复。
11月12日晚，珠海警方发布警情通报，称11月11日晚19时48分许，62岁的樊某驾驶一辆小型越野车强行闯闸进入体育中心跑道，冲撞正在锻炼的市民。作案后樊某试图驾车逃逸，被警方控制后试图自杀被制止。",是徒步队人多，才有这么大的伤亡人数,,
,,,,习近平对广东珠海市驾车冲撞行人案件作出重要指,中国长安网,新闻媒体 ,无,https://weibo.com/5617030362/P00ku0J13,123转 31评 80赞,11月11日晚，广东珠海市香洲区体育中心发生驾车冲撞行人案件，截至目前，已造成35人死亡、43人重伤。案件发生后，中共中央总书记、国家主席、中央军委主席习近平高度重视并作出重要指示指出，广东珠海市香洲区体育中心发生驾车冲撞行人案件，造成重大人员伤亡，性质极其恶劣。要全力救治伤员，精心做好伤亡人员及家属安抚善后工作。要依法严惩凶手。各地区和有关部门要深刻汲取教训、举一反三，加强风险源头防控，及时化解矛盾纠纷，严防发生极端案件，全力保障人民群众生命安全和社会稳定。 ,评论关闭,,
,无锡职业技术学院持刀伤人,2024-11-16,持刀伤人,宜兴无锡工艺职业技术学院发生一起持刀伤人案件,央视新闻,新闻媒体 ,无,https://weibo.com/2656274875/P0CtmsS74,3.2万转 1万评 5.3万赞,警情通报图片,评论精选,,
,,,,,ibingo,新闻媒体 ,#无锡校园持刀伤人案罪犯被执行死刑##徐加金被执行死刑#,https://weibo.com/5679508036/ParPH1oXK,23转 148评论 739赞,无锡工艺职业技术学院致8死17伤，已执行死刑。 ​​​,"这个死刑是枪决还是注射死刑？

这种人应该用粉碎机执行

",,
,,,,无锡校园持刀伤人案罪犯被执行死刑,三联生活周刊,新闻媒体 ,#无锡校园持刀伤人案罪犯被执行死刑#,https://weibo.com/1191965271/PasjXww0e,20转 25评 135赞,"据央视新闻客户端消息，2025年1月20日，江苏省无锡市中级人民法院收到最高人民法院的刑事裁定书和执行死刑命令后，依法对徐加金执行了死刑。无锡市人民检察院依法派员临场监督。临刑前，徐加金与其近亲属进行了会见。

据此前报道，2024年11月16日18时30分左右，无锡工艺职业技术学院发生一起持刀伤人案件，共造成8人死亡、17人受伤，犯罪嫌疑人被当场抓获。经调查，罪犯徐加金系该学院2024届实习生，因考试不合格未拿到毕业证书以及对实习报酬不满，遂回校发泄行凶。

2024年12月17日，无锡市中级人民法院以故意杀人罪判处徐加金死刑，剥夺政治权利终身。宣判后徐加金服判，江苏省高级人民法院复核后报请最高人民法院核准。最高人民法院经复核认为，徐加金故意非法剥夺他人生命，犯罪情节特别恶劣，犯罪后果特别严重，罪行极其严重，依法应予严惩，遂依法核准徐加金死刑。",评论防火墙开启，部分内容不展示,,
,,,,江苏省委书记：深刻反思、深刻警醒、深刻汲取教训​​​,观察者网,新闻媒体 ,#江苏省委书记批示无锡职校持刀伤人案#,https://weibo.com/1887344341/P0IQ42MC4,24转 35评 211赞,"11月16日晚，无锡工艺职业技术学院发生持刀伤人案件，造成重大人员伤亡。江苏省委书记信长星接报后立即作出批示，安排相关省领导赶赴现场指导处置工作，并连夜召开会议对伤员救治、善后处置、案件侦办等作出部署。17日上午，信长星主持召开全省视频会议，听取案件处置进展情况汇报，进一步部署相关工作。

信长星指出，在珠海驾车冲撞行人案件发生不久，我省发生如此惨痛案件，性质恶劣、影响恶劣，令人十分痛心，必须深刻反思、深刻警醒、深刻汲取教训。要调集专家力量全力救治伤员，精准施治、精心护理，尽最大努力挽救生命，努力让受伤人员早日康复。要悉心耐心做好伤亡人员及家属安抚善后工作，对他们进行情绪疏导、心理抚慰，帮助解决实际困难。要加快案件调查进度，尽快查明案情，依法严惩凶手，有效震慑犯罪、安定人心。要及时发布权威信息，回应社会关切。",评论精选,,
,,,,法治日报评论员：#依法严惩重大恶性犯罪绝不手软#,法治日报,新闻媒体 ,#珠海驾车撞人案罪犯被执行死刑##无锡校园持刀伤人案罪犯被执行死刑#,https://weibo.com/2087169013/Pasf2rUZy,82转 110评论 665赞,【法治日报评论员：#依法严惩重大恶性犯罪绝不手软#】#珠海驾车撞人案罪犯被执行死刑##无锡校园持刀伤人案罪犯被执行死刑#1月20日，经最高人民法院核准，珠海市、无锡市中级人民法院分别对樊维秋、徐加金执行了死刑。对此，广大人民群众无不拍手称快。,无,,
,深圳日本人学校学生被刺,2024-09-18,伤害 学生,深圳日本人学校被刺学生不幸去世，警方通报称嫌犯为单人作案已依法刑拘,观察者网,新闻媒体 ,#深圳通报刺伤学生案件#,https://weibo.com/1887344341/OxQj6xMI4?refer_flag=1001030103_,81转 556赞 2670赞,9月18日，深圳日本人学校的一名学生在上学途中被歹徒持刀伤害，最终抢救无效于19日凌晨去世。记者从深圳警方获悉，经调查，该案属偶发个案，犯罪嫌疑人钟某对持刀伤害学生行为供认不讳，已被依法刑拘，案件正在进一步侦办中。,"日本人应该好好反省下

一切针对孩子的犯罪都不可饶恕
",,
,,,,警惕美化暴力行为别为犯罪找借口,红星视频,新闻媒体 ,"#向孩子举起屠刀击穿人伦底线#
#深圳学生被刺事件嫌疑人身份曝光#",https://weibo.com/1908194624/OxTCEnRPv?refer_flag=1001030103_,35赞 190评 879赞,两天以前，深圳日本人学校一名学生遭遇持刀伤害，虽经全力抢救，还是没有能够留住这个10岁孩子的生命。据南方都市报报道，深圳市日本人外籍人员子女学校是由富士胶片制造（深圳）有限公司发起，深圳日本商工会会员企业捐资、经教育部批准设立的非营利性全日制外籍人员子女学校，学生均为居住在深圳市及其周边地区且拥有日本国国籍的适龄儿童。,"看了评论，有些可怕！我们不能忘记历史，但是我们现在也不能泯灭人性

向孩子举起屠刀的都是罪人，所以杀害的中国孩子的日本人也是罪人，请一并谴责

",,
,,,,中新网评：面对伤人案，#中国社会始终与善良正义站在一起#,中国新闻网,新闻媒体 ,#中国社会始终与善良正义站在一起#,https://weibo.com/1784473157/OxQxEtSm8?refer_flag=1001030103_,246转 263评 889赞,9月18日，深圳日本人学校一名10岁学生被刺后去世，备受民众关心和舆论关切。外交部发言人林剑在19日的例行记者会上表示，中方对发生这样的不幸事件表示遗憾和痛心。目前，案件还在进一步调查中。,"孩子是无辜的

个别事件不能以偏概全，挑起对立。 ",,
,北京海淀小学门口持刀伤人,2024-10-28,小学 砍伤,海淀警方通报一男子小学门口砍伤多名学生：嫌犯已被控制,新京报教育新闻,新闻媒体 ,无,https://weibo.com/1760485657/ODEqBDjlr?refer_flag=1001030103_,2转 1评 8赞,据海淀公安通报：2024年10月28日15时20分许，海淀区万泉庄路和万柳中路交叉口附近，发生一起持刀伤人案件，导致5名路人受伤，其中3名未成年人。犯罪嫌疑人唐某某(男，50岁)被当场控制，伤者及时送医治疗，无生命危险。目前，案件正在进一步调查中。 ​​​,无,这个报道很少，应该是被和谐了,
,泰安一中学附近校车冲撞学生事件,2024-09-19,校车冲撞,山东致11死车祸司机与师生有矛盾？校方回应,新浪热点,新闻媒体 ,"#校方否认致11死车祸司机与师生有矛盾#
#校方否认泰安车祸司机与师生有矛盾#",https://weibo.com/2318910945/OvfUFkhFu?refer_flag=1001030103_,213转 1089评 9374赞,"据大风新闻：9月3日早晨，山东省泰安市东平县佛山中学附近路上发生一起严重的交通事故，一辆中巴校车撞向学生人群，造成24名学生和家长受伤，目前已致11人不幸身亡。受伤学生被紧急送医救治，司机被控制，事故原因尚在调查中。

3日上午，记者联系佛山中学，对于这名司机是否和学校师生有矛盾，工作人员明确表示：“没有，没有，具体情况你联系当地宣传部门。”

记者联系东平县公安局，民警证实正在调查处理，“已经到现场去处理，它是一个案子，需要向县委、县政府咨询。”该局民警随后电话回复记者称，需要联系县委宣传部。

记者联系东平县政府，工作人员答复称稍后会有官方发布通报。东平县委宣传部工作人员告诉记者，“我们新闻科的同事就在现场，我们下午要开新闻发布会，无法透露具体情况，我们现在正在处理。”
","这是报复社会吗？

“它是一个案子”是不是说明司机是故意的？还是说车被人动了手脚要报复谁呀？才开学两天呢，痛心啊

别到最后又说司机精神有问题",,
,,,,#泰安交通事故致十余名学生死伤#,观察者网,新闻媒体 ,#泰安交通事故致十余名学生死伤#,https://weibo.com/1887344341/OvfmTqD0S,77转 268评 914赞,"新华社9月3日消息，据山东省泰安市东平县相关部门，上午7点多当地一所中学门口发生一起严重交通事故，一辆接送学生的定制公交车冲进路边正在上学的学生人群中，目前已造成十几名学生死伤。

据央视新闻稍早前报道，今天早晨，山东省泰安市东平县佛山中学附近路上发生一起交通事故，一辆中型车撞向行人。司机已被控制。","接送学生的定制公交车冲撞学生？
- 回复： 报复社会吧

刹车失灵还是司机失误？
-回复： 我看是故意的",,
,,,,#山东泰安一中学附近发生交通事故#,东方网,新闻媒体 ,#泰安交通事故致十余名学生死伤#,https://weibo.com/1918021250/OvfBECdjQ,289转 788评 5155赞,据新华社消息，记者9月3日从山东省泰安市东平县相关部门获悉，上午7点多当地一所中学门口发生一起严重交通事故，一辆接送学生的定制公交车冲进路边正在上学的学生人群中，目前已造成十几名学生死伤。另据央视新闻报道，司机已被控制，目前当地正紧急组织受伤人员送医治疗。,"隔着屏幕都能感受到那些父母的超级绝望[泪] 哎，人间惨剧，到底是谁的责任？

我的天！十几个家庭就此破碎",,
,上海松江沃尔玛持刀伤人,2024-09-30,持刀伤人,无,隔b老周,个人博主,#上海松江沃尔玛#,https://weibo.com/6427263349/OztANbfZv,24转 96评 508赞,2024年9月30日晚9点47分，上海松江区松汇中路一家沃尔玛超市发生了严重持刀伤人事件。37岁的外地男子林某某因个人经济纠纷，在超市内进行了无差别袭击，导致18人受伤，其中3人不幸死亡。林某某在现场被警方控制，案件正在进一步侦查中。 ​​​,"前面的忘了，后面的忘了，反正我们中国比美国安全

什么经济纠纷，农民工讨薪未果，报复社会。",,
,,,,#陆十一假期前夕 上海大卖场爆持刀砍人酿 「3死15伤」！案发地疑为沃尔玛#,中天电视亚洲台FUN,新闻媒体 ,无,https://weibo.com/2815346324/Ozvn7pfO66,29转 48评 178赞,"大陆十一假期前夕，上海松江一处大卖场于9月30日晚间发生持刀伤人事件，造成3人死亡、15人受伤的惨剧。警方初步侦查指，犯嫌是因个人经济纠纷，到上海泄愤实施上述行为。
上海市公安局松江分局1日凌晨发布警情通报称，9月30日晚上9点47分，松江警方接报警称，松汇中路某量贩店内有一男子持刀伤人。接报后，警察迅速到场，37岁的犯罪嫌疑人林男被当场抓获。
通报指，18名受伤人员马上送医救治，其中3名伤者抢救无效死亡，其余伤者无生命危险。据初步侦查，林男因个人经济纠纷，来沪泄愤实施上述行为。案件在进一步侦办中。","两位在日本小孩被害期间在互联网上发善心的大善人，不能因此沉默，十分建议为我们自己被害的同胞献花，持续呼吁关注社会安全

这些案件是不是都是有预谋有引导的，为什么千里迢迢跑到主要城市来杀人？为什么在没有仇怨的地方杀人，需要好好查查潜在的目的。

",,
,,,,无,胡江波在北京,个人博主,无,https://weibo.com/1417206603/OzuhhCD5z,9转 17评 218赞,"事发上海松江沃尔玛，凶手37岁，男，林姓，因个人经济纠纷泄愤，刺伤18人，其中3人伤势过重死亡。
不敢找纠纷对象报仇，却挥刀刺向无辜者，是懦弱。 ​","杀害无辜的人，太可恨了！不管出于什么原因，都不可原谅。

冤有头债有主！伤及无辜你就是懦夫垃圾！",,
,上海瑞金医院持刀砍人案,2022-07-09,医院 伤人,【#上海瑞金医院持刀砍人案宣判#】,红星新闻,新闻媒体 ,#侯晓飞被判死刑#,https://weibo.com/6105713761/NpMSNh1fV,517转 1165评 1.7万赞,"2023年10月27日下午，上海市第二中级人民法院依法公开宣判被告人侯晓飞故意杀人案，以故意杀人罪判处侯晓飞死刑，剥夺政治权利终身。

上海二中院经审理查明，被告人侯晓飞因投资失败、无力偿还巨额债务等原因而对社会心生怨恨，决意以在公共场所持刀捅人的方式报复社会。2022年7月9日上午，侯晓飞携带装有单刃尖刀、折叠刀、破窗器等物的黑色双肩包，至本市瑞金二路197号上海交通大学医学院附属瑞金医院门诊大楼，持单刃尖刀连续捅刺、追砍多名在该院就诊的病患、陪同家属及医护人员，造成包括4名未成年人在内的6名被害人重伤，9名被害人轻伤、轻微伤，后被赶至现场的公安人员制服。

上海二中院认为，被告人侯晓飞为泄私愤而蓄意报复社会，在公共场所持凶器对多名无辜群众胸腹等要害部位进行捅刺，其杀人意图明显，危害后果严重，已构成故意杀人罪。

本案多名被害人因医院及时救治而脱离生命危险，侯晓飞虽系杀人未遂，但其犯罪动机极其卑劣，犯罪手段极其残忍，犯罪后果极其严重，社会影响极其恶劣且人身危险性极大，应予从严惩处。据此，依法作出上述判决。

被害人亲属、被告人亲属、市人大代表、市政协委员及社会公众等20余人到庭旁听了宣判。","连孩子都伤害的，就不是个人！！
回复： 他这估计最高院复核完还是死刑立即执行。社会影响太大了。没有余地

这是我见过最公正的判决。
",,
,,,,死刑！#上海瑞金医院持刀砍人案宣判#,中国长安网,新闻媒体 ,#上海瑞金医院持刀砍人案宣判#,https://weibo.com/5617030362/NpO3p1ZB6,185转 75评 139赞,今日下午，上海市第二中级人民法院依法公开宣判被告人侯晓飞故意杀人案，以故意杀人罪判处侯晓飞死刑，剥夺政治权利终身。2022年7月9日，侯晓飞在公共场所持刀捅人，造成包括4名未成年人在内的6名被害人重伤，9名被害人轻伤、轻微伤。,故意杀人罪没有可以从轻的情节一般都判死刑 法院判决合理量刑适当,,
,,,,上海瑞金医院有人持刀劫持群众被警方击伤制服，4名伤者在救治中,澎湃新闻,新闻媒体 ,#上海通报瑞金医院一男子劫持群众#,https://weibo.com/5044281310/LBtoljN1y,773转 1067评 1.1万赞,7月9日，上海黄浦公安接报称：#瑞金医院#有人持刀伤人。民警到场发现一男子在门诊部七楼持刀劫持群众。民警开枪将其击伤制服。目前，4名受伤群众在救治中，均无生命危险。,"挂着精神病的标签就可以乱伤人了吗

就算是精神有问题也难以原谅，保佑伤者无大碍！

医院里的群众不是自己就是家人生病了，有点良心能干出来这样的事吗",,
,,,,无,骨科袁锋,个人博主,#上海通报瑞金医院一男子劫持群众##上海疫情##瑞金医院砍人#,https://weibo.com/1213494361/LBtP99Av6,267转 237评 2931赞,"听听群众的呼声，管制刀具怎么能带进医院？安装安检有这么难吗？安保一定要主要负责安全保护，而不是只查核酸码健康码。

强烈建议医院安装安检系统。医院是患者看病的地方，也是医生治病救人的地方，来不得半点马虎，如果连医院医生和患者的生命安全都不能得到保障，那百姓如何能安心看病，医生如何能治病救人？","没必要吧 太牺牲效率了 不可能所有的场所都要安检的 以后大学要不要安检 商场要不要安检

",,
,,,,【#上海瑞金医院发生砍人案4人受伤# 】,北京时间,新闻媒体 ,#上海瑞金医院发生砍人案4人受伤# ,https://weibo.com/2992050891/LBtguAULN,216转 818评 9424赞,7月9日11时30分许，黄浦公安分局接110报警称：瑞金医院内有人持刀伤人。民警迅速到场处置，发现一男子在该院门诊部七楼内持刀劫持群众。在犯罪嫌疑人欲伤害人质和处警民警时，民警果断开枪将其击伤制服。目前，4名受伤群众正在救治中，均无生命危险。案件正在进一步侦办中。（上海市公安局黄浦分局）,祝愿受伤人员都无生命危险，早日康复，以后医院一定要有必要的安检，经济形势不好的时候，公共安全更要保障好,,
,红谷滩杀人事件,2019-05-24,故意杀人,#红谷滩杀人事件嫌犯被公诉#，受害者父亲：我再也无法开心,澎湃新闻,新闻媒体 ,#红谷滩杀人事件嫌犯被公诉#,https://weibo.com/5044281310/HFmZA49rb,4561转 1.8万评 40.1万赞,5月24日下午，24岁的实习律师沈芸（化名）下班后和朋友走在南昌红谷滩新区凤凰中大道，突然被万某弟从背后连续捅刀十余次，沈芸经抢救无效死亡。7月18日，人民检察院案件信息公开网发布消息称：近日，南昌市人民检察院以涉嫌故意杀人罪对犯罪嫌疑人万某弟依法提起公诉。据悉，万某弟持有“精神叁级残疾证”，需定期服药控制病情，但案发时他是否具备刑事责任能力，办案机关并未对外通报。沈芸的父亲沈国立说，以后不管遇到什么事都好，我都没法开心。“作为一个父亲，我想向社会呼吁，以后如果遇到这种情况，路人能不能伸出援手，哪怕只是呵斥一声。”,"希望精神病不是挡箭牌
回复：精神病杀人应该直接判死刑，给受害人报了仇，给精神病家属减轻了负担，也避免给社会大众造成恐慌，就算是对精神病自己也算是一种解脱。

精神病杀人的，是不是要重新考虑量刑，都治不好，还会继续杀人的可能性很大，本人也痛苦，安乐死算了。

神经病应该加重判刑！！！！！！持有精神证件对于社会危害较大的动物！！至少关50年以上！！！如有杀害致人死亡的精神病动物！直接枪毙！直系亲属也有连带责任！！！这样估计有些精神病就不会闹事了",,
,,,,【红谷滩杀人嫌犯被公诉 动画揭#精神病人行凶如何担刑责#】,新京报动新闻,新闻媒体 ,#精神病人行凶如何担刑责#,https://weibo.com/5463794433/HFAbWnFfg,12转 29评 135赞,7月18日，人民检察院案件信息公开网发布消息称，红谷滩杀人事件嫌犯万某弟被公诉。此前5月江西南昌，沈芸（化名）被万某弟连捅十余刀，经抢救无效死亡。据悉，万某弟持有“精神叁级残疾证”，那么精神病人行凶该如何担刑责？,"精神病不应成为逃脱法律处罚的理由

正常人杀人都偿命，精神病没有价值的人类不是更应该偿命吗，留着干嘛

果跟罪犯讲人权就是现代文明的话，那我宁愿退回到200年前，那样的话，最起码我可以自己报自己的仇而不被判死刑！",,
,广州宝马撞人案,2023/01/11,故意 撞人,故意驾车撞人致多人伤亡男子被执行死刑,央视新闻,新闻媒体 ,无,https://weibo.com/2656274875/OapBRvLsE?refer_flag=1001030103_,2077转 2797评 4.8万赞,"据广州市中级人民法院：今天，广东省广州市中级人民法院遵照最高人民法院下达的执行死刑命令，对罪犯温庆运执行死刑。广州市人民检察院依法派员临场监督。

2023年1月11日17时许，温庆运为发泄个人情绪，在广州市天河区故意驾车连续冲撞行人和道路设施，造成多人伤亡及财产损失等严重后果。

2023年4月18日，广州市中级人民法院以危险方法危害公共安全罪判处温庆运死刑，剥夺政治权利终身。温庆运上诉后，广东省高级人民法院经依法开庭审理，裁定驳回上诉，维持原判，并依法报请最高人民法院核准。最高人民法院复核期间，依法讯问了温庆运，认真听取并审查了辩护律师所提意见，经复核认为，第一审判决、第二审裁定认定事实清楚，证据确实、充分，定罪准确，量刑适当。审判程序合法。依法核准温庆运死刑。","这个算是判的快的了 很多都要等两三年。 说明这种情况很恶劣

罪有应得，事件发生的时间还是当年春节前，每个人都兴高采烈地备年货买新衣准备过年，谁知道就是这个人为发泄自己情绪而改写

一个字“好”！之前还申请精神鉴定....",,
,,,,【#故意驾车撞人致多人伤亡男子被执行死刑#】,zfw平安浦城,新闻媒体 ,#广州天河宝马撞人案罪犯被执行死刑#,https://weibo.com/5634013749/OapFYxqYa,87转 40评 154赞,"据广州市中级人民法院：今天，广东省广州市中级人民法院遵照最高人民法院下达的执行死刑命令，对罪犯温庆运执行死刑。广州市人民检察院依法派员临场监督。

2023年1月11日17时许，温庆运为发泄个人情绪，在广州市天河区故意驾车连续冲撞行人和道路设施，造成多人伤亡及财产损失等严重后果。

2023年4月18日，广州市中级人民法院以危险方法危害公共安全罪判处温庆运死刑，剥夺政治权利终身。温庆运上诉后，广东省高级人民法院经依法开庭审理，裁定驳回上诉，维持原判，并依法报请最高人民法院核准。最高人民法院复核期间，依法讯问了温庆运，认真听取并审查了辩护律师所提意见，经复核认为，第一审判决、第二审裁定认定事实清楚，证据确实、充分，定罪准确，量刑适当。审判程序合法。依法核准温庆运死刑。",无重要评论,,
,贵溪小学持刀伤人,2024/05/20,小学持刀伤人,#贵溪一小学持刀伤人案嫌犯被控制#,央视新闻,新闻媒体 ,贵溪警方通报一小学发生伤人案,https://weibo.com/2656274875/OfatPrvMU,1899转 3704评 2.1万赞,今天，江西贵溪文坊镇明德小学发生一起持水果刀伤人案件，犯罪嫌疑人潘某某（女，45 岁，贵溪市人）已被公安机关控制。案件造成6人受伤（其中 2人经抢救无效死亡， 4人无生命危险），另有6人在躲闪中轻微擦伤。目前，伤员救治、案件侦办等工作正在进行中。,"希望这种恶性犯罪，一是对凶手都能从速判决、从速枪毙；二是深挖背后的矛盾堵点，以期完善我们的社会治理工作，让悲剧不再发生。 ​​​

能不能死刑，让家属执行。

建议恢复枪决",,
,,,,#贵溪警方通报一小学发生伤人案#,陇原政法,其他（官方通报）,贵溪警方通报一小学发生伤人案,https://weibo.com/6892712944/Ofbfi4UVU?refer_flag=1001030103_,16转 16评 18赞,今天，江西贵溪文坊镇明德小学发生一起持水果刀伤人案件，犯罪嫌疑人潘某某（女，45 岁，贵溪市人）已被公安机关控制。案件造成6人受伤（其中 2人经抢救无效死亡， 4人无生命危险），另有6人在躲闪中轻微擦伤。目前，伤员救治、案件侦办等工作正在进行中。,评论过滤,,
,辽宁开原持刀杀人案,2020/12/27,持刀伤人,辽宁开原发生持刀杀人案嫌疑人已被抓获 已致7人死亡7人受伤,看看新闻news,新闻媒体 ,无,https://weibo.com/1845864154/JApH94JrE,11转 21赞 54评,12月27日早8时14分，辽宁开原市友谊饭店二部附近发生一起持刀伤人系列案件，男子杨某某在持刀街头伤害多人后被警方在金普盛浴门前抓获。目前，该案件已造成7人死亡，7人受伤，伤者中包括参与抓捕疑犯的1名民警，伤者已送医救治。目前，案件还在进一步审理中。,"中国这个精神病杀人不偿命的法律得改一下了。难道精神病杀死的人能活过来？我倒觉得精神病杀人更应该枪毙，第一被精神病患者杀死的也是条生命。第二，精神病不知改悔，以后还会杀人。第三，精神病对社会几乎没啥正能量贡献

杀了那么多人，危险上街，警察还跟他玩墨迹，太善良了！

不敢想象这种人见人就杀，再迅速的出警也无法阻止多人死亡，老人孩童就更别说了",,
,沈阳六旬超市员工持刀行凶,2021/07/14,持刀 行凶,六旬超市员工持刀行凶致2死7伤，#沈阳警方发布紧急协查通报#,澎湃新闻,新闻媒体 ,#沈阳警方发布紧急协查通报#,https://weibo.com/5044281310/KoKZe6LLV,80转 179赞 646赞,7月14日，辽宁沈阳。沈阳警方通报，一超市肉食柜台员工田某某持刀行凶致2死7伤。据央视新闻，公安部门发布紧急协查通报，嫌疑人逃跑时着黑色短袖短裤，可能携带凶器。,无重要评论,,
,德州男子故意冲撞,2024/03/01,车祸 故意冲撞,山东#德州车祸致2死6重伤#,澎湃新闻,新闻媒体 ,#德州驾车撞人男子已被当场抓获#,https://weibo.com/5044281310/O317L3re0,397转 1376评 1.4万赞,3月1日，山东省德州市公安局德城分局发布警情通报：2024年3月1日13时40分左右，德州市德城区安居苑小区南侧道路，一男子驾驶机动车冲撞行人致多人伤亡。目前，已造成2人死亡，6人重伤，省市医疗专家正在全力开展救治。驾驶人王某涛（男，46岁）被公安机关当场抓获，案件正在进一步调查中。,"不想知道它的姓名和故事。只求赶紧枪毙

这又是报复社会？唉

21年5月大连宝马撞人案，23年1月广州宝马撞人案，23年3月邯郸撞人案，24年3月德州撞人案，这样的事件如果不能制止，所有人都将丧失安全感",,
,,,,无,小满,个人博主,#德州车祸致2死6重伤##德州驾车撞人男子已被当场抓获#,https://weibo.com/2099956712/O31Gl00Zi,79转 176评 400赞,"3月1日，山东德州发生一起重大交通事故，一男子驾驶机动车冲撞行人，已致2人死亡6人重伤，目前驾驶人王某涛(男，46岁)已被当地警方抓获，案件进一步调查中。据此前报道，3月1日13时40分左右，王某涛驾驶黑色轿车行至德城区第三实验小学安居苑校区门口附近，撞伤10余名儿童。#德州车祸致2死6重伤##德州驾车撞人男子已被当场抓获#

目前，警方只对涉案驾驶人的性别、年龄进行了通报，而没有提及驾驶人是否为残障人士、是否为酒后驾车等，关于驾驶人的一切网传信息，慎重对待，切勿轻易相信。车撞人的突发、恶性交通事故，必然是人祸，被撞的还都是小学生，每个学生背后都是一个家庭，希望严惩肇事者。","小朋友可怜。 肇事者以危险方法危害公共安全罪

是恶性事件，这是报复社会的吧。在小学附近专找弱小的欺负，这是怎样丑恶的灵魂做出如此伤天害理的恶行，希望调查淸楚，严惩凶手。愿孩子们平安",,
,北京密云撞人,2025/06/26,车祸 交通事故,北京密云警方通报男子驾车因操作不当碰撞行人,深视新闻,新闻媒体 ,#北京密云警方通报一起交通事故#,https://weibo.com/6321540324/PylNOwqb5,33转 187评论 730赞,6月26日，北京密云警方发布警情通报，男子驾车因操作不当碰撞行人。,"都不报死亡人数，给死者家属一个交代，走了9个人太悲痛了。

官方通报的意思只有受伤的，刚刷到满地是人，听说有去世的，请官方辟谣有没有死者，新闻不是这么报的",这个事件特殊？官方报道和事实不符，死伤11人。和谐很多。,
,,,,#警方通报北京密云一起交通事故# ：伤者被及时送医治疗,北京晚报,新闻媒体 ,#35岁男子驾车操作不当与行人碰撞#,https://weibo.com/1703371307/PylZUDReV?refer_flag=1001030103_,31转 175评 486赞,#35岁男子驾车操作不当与行人碰撞# 2025年6月26日13时许，在密云区育才路与东门大街交叉口附近发生一起交通事故。经初步调查，韩某某(男，35岁)驾驶小客车行至事发路段时，因操作不当与行人发生碰撞，伤者被及时送医治疗。事故正在进一步调查处理中。,评论关闭,,
,,,,北京密云警方：韩某某驾车操作不当与行人发生碰撞，伤者被及时送医治疗,观察者网,新闻媒体 ,#密云警方通报男子驾车碰撞行人#,https://weibo.com/1887344341/PykRMgOyh?refer_flag=1001030103_,2转 2评 24赞,“平安密云”官微通报，6月26日13时许，在密云区育才路与东门大街交叉口附近发生一起交通事故。经初步调查，韩某某(男，35岁)驾驶小客车行至事发路段时，因操作不当与行人发生碰撞，伤者被及时送医治疗。事故正在进一步调查处理中。,无,,
,常德撞人事件,2024/11/19,冲撞人群,警方通报常德撞人事件,北京日报,新闻媒体 ,,https://weibo.com/1893892941/P11NMsHEB?refer_flag=1001030103_,575转 685评 4505赞,常德鼎城区公安局2024年11月19日通报：2024年11月19日7时37分许，常德鼎城区玉霞街道双潭路附近发生一起车辆撞人事件，伤者第一时间送往医院救治，目前均无生命危险。肇事者黄某（男，39岁）已被抓获。事件正在进一步调查处理中。 ​​​,评论精选,,
,,,,湖南常德撞人案一审宣判 被告人黄文被判死缓,新华社,新闻媒体 ,,https://weibo.com/1699432410/P6cLB7xuN?refer_flag=1001030103_,386转 157评 446赞,"新华社长沙12月23日电 2024年12月23日，湖南省常德市中级人民法院公开审理被告人黄文以危险方法危害公共安全案，对被告人黄文以以危险方法危害公共安全罪判处死刑，缓期二年执行，剥夺政治权利终身。

法院经审理查明：被告人黄文因投资亏损、与家人矛盾等原因，为发泄个人情绪，于2024年11月19日7时37分许，驾驶汽车在湖南省常德市鼎城区玉霞街道双潭路附近，加速、连续冲撞小学生等人群，并在车辆因故障停驶后持械下车攻击群众，被当场抓获。黄文的犯罪行为致7人轻伤、16人轻微伤、7人轻微伤以下损伤，其中包含18名小学生，使公私财产遭受重大损失。

常德市中级人民法院经审理认为，被告人黄文的行为构成以危险方法危害公共安全罪。黄文选择不特定多数的无辜小学生作为主要作案对象，犯罪动机卑劣，主观恶性极深；选择人流集中的地段、学生入校高峰时段，驾车冲撞人群，犯罪情节极其恶劣；犯罪行为造成多人受伤，使公私财产遭受重大损失，给被害人及在校学生、周边群众造成心理创伤，严重危害公共安全，扰乱社会秩序，造成恶劣影响，社会危害极大，应依法惩处。法庭遂作出上述判决。","尊重法律，不要感情判案，死缓已经属于重判了，如果有重伤或死亡的话，肯定是死刑立即执行。

",,
